Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link, ,Trp Dbl
2014-15,25,BOS,NBA,PG,4,0,119,18,54,.333,3,18,.167,15,36,.417,.361,31,32,.969,1,11,12,28,3,0,14,10,70,https://www.basketball-reference.com/players/t/thomais02.html,,
2015-16,26,BOS,NBA,PG,6,6,220,47,119,.395,13,46,.283,34,73,.466,.450,38,47,.809,2,16,18,30,4,5,14,18,145,https://www.basketball-reference.com/players/t/thomais02.html,,
2016-17,27,BOS,NBA,PG,15,15,521,111,261,.425,36,108,.333,75,153,.490,.494,91,111,.820,5,42,47,100,13,2,50,35,349,https://www.basketball-reference.com/players/t/thomais02.html,,
2018-19,22,DET,NBA,SG,3,0,15,6,12,.500,1,4,.250,5,8,.625,.542,1,1,1.000,0,2,2,0,2,0,0,0,14,https://www.basketball-reference.com/players/t/thomakh01.html,,
2019-20,31,BRK,NBA,PF,3,0,17,1,5,.200,0,2,.000,1,3,.333,.200,2,4,.500,1,2,3,0,0,1,0,2,4,https://www.basketball-reference.com/players/t/thomala01.html,,
2012-13,24,CHI,NBA,PF,3,0,6,1,2,.500,0,0,,1,2,.500,.500,1,5,.200,4,0,4,0,0,0,0,0,3,https://www.basketball-reference.com/players/t/thomama01.html,,
2019-20,25,TOR,NBA,SG,10,0,84,13,21,.619,5,12,.417,8,9,.889,.738,0,0,,1,13,14,7,1,1,1,6,31,https://www.basketball-reference.com/players/t/thomama02.html,,
2006-07,20,CHI,NBA,PF,10,0,122,16,41,.390,0,0,,16,41,.390,.390,19,30,.633,12,22,34,6,10,5,15,23,51,https://www.basketball-reference.com/players/t/thomaty01.html,,
2008-09,22,CHI,NBA,PF,7,7,195,28,64,.438,0,1,.000,28,63,.444,.438,11,14,.786,8,36,44,6,7,20,11,23,67,https://www.basketball-reference.com/players/t/thomaty01.html,,
2009-10,23,CHA,NBA,C,4,0,68,15,24,.625,0,0,,15,24,.625,.625,5,6,.833,6,16,22,2,2,2,4,9,35,https://www.basketball-reference.com/players/t/thomaty01.html,,
2015-16,29,TOR,NBA,C,10,0,55,4,9,.444,0,1,.000,4,8,.500,.444,0,3,.000,6,5,11,1,0,1,1,6,8,https://www.basketball-reference.com/players/t/thompja02.html,,
2012-13,22,GSW,NBA,SG,12,12,495,76,174,.437,25,59,.424,51,115,.443,.509,5,6,.833,9,46,55,22,12,7,24,44,182,https://www.basketball-reference.com/players/t/thompkl01.html,,
2013-14,23,GSW,NBA,SG,7,7,257,40,98,.408,16,44,.364,24,54,.444,.490,19,24,.792,4,20,24,25,7,5,15,24,115,https://www.basketball-reference.com/players/t/thompkl01.html,,
2014-15,24,GSW,NBA,SG,21,21,761,149,334,.446,57,146,.390,92,188,.489,.531,36,45,.800,9,72,81,54,16,19,41,64,391,https://www.basketball-reference.com/players/t/thompkl01.html,,
2015-16,25,GSW,NBA,SG,24,24,849,201,453,.444,98,231,.424,103,222,.464,.552,82,96,.854,15,73,88,54,26,9,47,53,582,https://www.basketball-reference.com/players/t/thompkl01.html,,
2016-17,26,GSW,NBA,SG,17,17,596,94,237,.397,41,106,.387,53,131,.405,.483,26,33,.788,11,55,66,35,14,5,24,44,255,https://www.basketball-reference.com/players/t/thompkl01.html,,
2017-18,27,GSW,NBA,SG,21,21,794,159,342,.465,67,157,.427,92,185,.497,.563,27,31,.871,11,75,86,38,16,6,31,48,412,https://www.basketball-reference.com/players/t/thompkl01.html,,
2018-19,28,GSW,NBA,SG,21,21,818,164,360,.456,70,158,.443,94,202,.465,.553,37,41,.902,12,74,86,44,28,15,38,59,435,https://www.basketball-reference.com/players/t/thompkl01.html,,
2014-15,23,CLE,NBA,PF,20,15,727,72,129,.558,0,0,,72,129,.558,.558,48,82,.585,88,128,216,9,5,24,15,50,192,https://www.basketball-reference.com/players/t/thomptr01.html,,
2015-16,24,CLE,NBA,PF,21,21,622,49,93,.527,0,0,,49,93,.527,.527,42,73,.575,86,102,188,15,8,18,17,55,140,https://www.basketball-reference.com/players/t/thomptr01.html,,
2016-17,25,CLE,NBA,C,18,18,562,54,92,.587,0,0,,54,92,.587,.587,40,60,.667,69,81,150,26,9,13,21,36,148,https://www.basketball-reference.com/players/t/thomptr01.html,,
2017-18,26,CLE,NBA,C,19,11,416,49,83,.590,0,1,.000,49,82,.598,.590,20,27,.741,44,68,112,11,2,8,11,26,118,https://www.basketball-reference.com/players/t/thomptr01.html,,
2013-14,26,BRK,NBA,SG,10,0,124,21,54,.389,5,21,.238,16,33,.485,.435,12,18,.667,7,12,19,1,2,1,2,4,59,https://www.basketball-reference.com/players/t/thornma01.html,,
2018-19,24,LAC,NBA,SG,4,0,12,2,6,.333,1,3,.333,1,3,.333,.417,0,0,,0,4,4,0,1,0,0,2,5,https://www.basketball-reference.com/players/t/thornsi01.html,,
2019-20,22,PHI,NBA,SG,4,1,75,3,7,.429,1,4,.250,2,3,.667,.500,0,0,,1,6,7,2,3,1,2,6,7,https://www.basketball-reference.com/players/t/thybuma01.html,,
2012-13,27,ATL,NBA,SF,6,0,68,8,14,.571,7,11,.636,1,3,.333,.821,1,3,.333,3,6,9,1,1,1,1,7,24,https://www.basketball-reference.com/players/t/tollian01.html,,
2013-14,28,CHA,NBA,PF,4,0,21,1,2,.500,1,2,.500,0,0,,.750,3,3,1.000,1,3,4,1,0,0,0,2,6,https://www.basketball-reference.com/players/t/tollian01.html,,
2015-16,30,DET,NBA,PF,3,0,26,2,4,.500,0,2,.000,2,2,1.000,.500,0,0,,1,3,4,1,0,1,0,0,4,https://www.basketball-reference.com/players/t/tollian01.html,,
2017-18,22,MIN,NBA,C,5,5,170,28,60,.467,3,11,.273,25,49,.510,.492,17,23,.739,15,52,67,11,2,5,12,14,76,https://www.basketball-reference.com/players/t/townska01.html,,
2019-20,21,POR,NBA,SF,5,1,153,16,45,.356,10,24,.417,6,21,.286,.467,6,7,.857,5,5,10,3,4,0,5,16,48,https://www.basketball-reference.com/players/t/trentga02.html,,
2016-17,31,TOR,NBA,SF,10,1,251,18,49,.367,9,28,.321,9,21,.429,.459,5,8,.625,15,42,57,11,6,3,8,27,50,https://www.basketball-reference.com/players/t/tuckepj01.html,,
2017-18,32,HOU,NBA,PF,17,17,569,52,108,.481,35,75,.467,17,33,.515,.644,12,18,.667,23,88,111,22,11,13,14,46,151,https://www.basketball-reference.com/players/t/tuckepj01.html,,
2018-19,33,HOU,NBA,PF,11,11,426,40,88,.455,26,57,.456,14,31,.452,.602,19,23,.826,19,63,82,19,19,8,8,35,125,https://www.basketball-reference.com/players/t/tuckepj01.html,,
2019-20,34,HOU,NBA,PF,12,12,414,35,88,.398,25,67,.373,10,21,.476,.540,0,0,,23,63,86,18,13,3,12,47,95,https://www.basketball-reference.com/players/t/tuckepj01.html,,
2019-20,22,UTA,NBA,SG,2,0,11,2,5,.400,1,3,.333,1,2,.500,.500,0,0,,0,0,0,0,0,0,1,1,5,https://www.basketball-reference.com/players/t/tuckera01.html,,
2005-06,23,LAL,NBA,C,3,0,25,3,5,.600,0,0,,3,5,.600,.600,5,6,.833,4,3,7,0,0,1,2,5,11,https://www.basketball-reference.com/players/t/turiaro01.html,,
2006-07,24,LAL,NBA,C,4,0,48,5,14,.357,0,0,,5,14,.357,.357,7,10,.700,6,6,12,1,2,1,1,8,17,https://www.basketball-reference.com/players/t/turiaro01.html,,
2007-08,25,LAL,NBA,C,19,0,187,14,36,.389,0,0,,14,36,.389,.389,10,17,.588,6,21,27,5,2,18,9,41,38,https://www.basketball-reference.com/players/t/turiaro01.html,,
2010-11,28,NYK,NBA,C,4,4,75,8,12,.667,0,0,,8,12,.667,.667,7,10,.700,4,7,11,4,1,6,3,4,23,https://www.basketball-reference.com/players/t/turiaro01.html,,
2011-12,29,MIA,NBA,C,12,7,121,10,18,.556,0,0,,10,18,.556,.556,3,11,.273,11,20,31,1,1,8,6,23,23,https://www.basketball-reference.com/players/t/turiaro01.html,,
2012-13,30,LAC,NBA,C,5,0,59,7,10,.700,0,0,,7,10,.700,.700,2,4,.500,4,4,8,0,1,3,2,14,16,https://www.basketball-reference.com/players/t/turiaro01.html,,
2010-11,22,PHI,NBA,SG,5,0,97,17,38,.447,4,5,.800,13,33,.394,.500,2,2,1.000,4,19,23,4,3,1,0,9,40,https://www.basketball-reference.com/players/t/turneev01.html,,
2011-12,23,PHI,NBA,SF,13,12,449,56,154,.364,0,6,.000,56,148,.378,.364,33,48,.688,14,84,98,32,12,6,30,36,145,https://www.basketball-reference.com/players/t/turneev01.html,,
2013-14,25,IND,NBA,SF,12,0,149,15,35,.429,4,7,.571,11,28,.393,.486,5,5,1.000,0,26,26,19,4,0,11,9,39,https://www.basketball-reference.com/players/t/turneev01.html,,
2014-15,26,BOS,NBA,SG,4,4,118,16,44,.364,2,4,.500,14,40,.350,.386,8,9,.889,2,27,29,19,3,0,9,11,42,https://www.basketball-reference.com/players/t/turneev01.html,,
2015-16,27,BOS,NBA,SG,6,4,214,31,85,.365,3,14,.214,28,71,.394,.382,14,18,.778,8,26,34,27,8,6,17,19,79,https://www.basketball-reference.com/players/t/turneev01.html,,
2016-17,28,POR,NBA,SF,4,4,124,12,33,.364,5,15,.333,7,18,.389,.439,12,16,.750,3,20,23,15,7,2,7,7,41,https://www.basketball-reference.com/players/t/turneev01.html,,
2017-18,29,POR,NBA,SF,3,3,87,12,33,.364,2,7,.286,10,26,.385,.394,2,2,1.000,5,7,12,10,3,1,6,8,28,https://www.basketball-reference.com/players/t/turneev01.html,,
2018-19,30,POR,NBA,PG,16,0,245,15,46,.326,1,1,1.000,14,45,.311,.337,12,15,.800,13,60,73,35,3,3,13,22,43,https://www.basketball-reference.com/players/t/turneev01.html,,
2015-16,19,IND,NBA,C,7,4,197,33,71,.465,0,2,.000,33,69,.478,.465,6,9,.667,16,29,45,3,2,23,12,24,72,https://www.basketball-reference.com/players/t/turnemy01.html,,
2016-17,20,IND,NBA,C,4,4,133,19,44,.432,0,6,.000,19,38,.500,.432,5,8,.625,6,21,27,3,7,5,6,15,43,https://www.basketball-reference.com/players/t/turnemy01.html,,
2017-18,21,IND,NBA,C,7,7,196,33,54,.611,6,13,.462,27,41,.659,.667,15,19,.789,6,30,36,4,2,4,11,25,87,https://www.basketball-reference.com/players/t/turnemy01.html,,
2018-19,22,IND,NBA,C,4,4,126,14,35,.400,3,14,.214,11,21,.524,.443,8,13,.615,4,21,25,6,0,7,3,14,39,https://www.basketball-reference.com/players/t/turnemy01.html,,
2019-20,23,IND,NBA,C,4,4,146,25,44,.568,6,14,.429,19,30,.633,.636,7,16,.438,11,32,43,3,2,16,9,13,63,https://www.basketball-reference.com/players/t/turnemy01.html,,
2012-13,25,MIL,NBA,C,4,0,54,4,9,.444,0,0,,4,9,.444,.444,0,0,,3,3,6,1,2,2,0,4,8,https://www.basketball-reference.com/players/u/udohek01.html,,
2014-15,27,LAC,NBA,PF,4,0,12,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,3,3,0,0,0,0,3,2,https://www.basketball-reference.com/players/u/udohek01.html,,
2017-18,30,UTA,NBA,C,6,0,21,1,1,1.000,0,0,,1,1,1.000,1.000,0,4,.000,1,2,3,0,0,2,1,2,2,https://www.basketball-reference.com/players/u/udohek01.html,,
2018-19,31,UTA,NBA,C,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/u/udohek01.html,,
2007-08,30,SAS,NBA,PF,16,0,236,33,71,.465,16,40,.400,17,31,.548,.577,5,7,.714,7,40,47,17,11,2,11,25,87,https://www.basketball-reference.com/players/u/udokaim01.html,,
2008-09,31,SAS,NBA,SF,5,0,104,7,20,.350,1,8,.125,6,12,.500,.375,2,5,.400,8,15,23,4,4,1,2,14,17,https://www.basketball-reference.com/players/u/udokaim01.html,,
2004-05,22,SAS,NBA,PG,21,0,241,28,78,.359,10,37,.270,18,41,.439,.423,12,14,.857,4,13,17,22,9,1,20,20,78,https://www.basketball-reference.com/players/u/udrihbe01.html,,
2005-06,23,SAS,NBA,PG,7,0,47,10,30,.333,1,6,.167,9,24,.375,.350,4,5,.800,1,3,4,8,0,0,3,8,25,https://www.basketball-reference.com/players/u/udrihbe01.html,,
2006-07,24,SAS,NBA,PG,8,0,20,0,6,.000,0,2,.000,0,4,.000,.000,2,2,1.000,1,0,1,1,0,0,3,2,2,https://www.basketball-reference.com/players/u/udrihbe01.html,,
2013-14,31,MEM,NBA,SG,7,0,115,21,45,.467,4,12,.333,17,33,.515,.511,9,13,.692,2,10,12,12,3,0,9,11,55,https://www.basketball-reference.com/players/u/udrihbe01.html,,
2014-15,32,MEM,NBA,PG,10,0,175,31,73,.425,4,16,.250,27,57,.474,.452,10,12,.833,4,16,20,21,5,0,4,16,76,https://www.basketball-reference.com/players/u/udrihbe01.html,,
2013-14,21,TOR,NBA,C,7,7,200,31,49,.633,0,0,,31,49,.633,.633,14,22,.636,19,49,68,2,0,7,19,22,76,https://www.basketball-reference.com/players/v/valanjo01.html,,
2014-15,22,TOR,NBA,C,4,4,106,19,38,.500,0,0,,19,38,.500,.500,7,8,.875,9,28,37,2,2,1,4,7,45,https://www.basketball-reference.com/players/v/valanjo01.html,,
2015-16,23,TOR,NBA,C,12,10,321,68,120,.567,0,0,,68,120,.567,.567,29,39,.744,48,81,129,11,10,14,18,32,165,https://www.basketball-reference.com/players/v/valanjo01.html,,
2016-17,24,TOR,NBA,C,10,6,226,44,81,.543,0,1,.000,44,80,.550,.543,24,33,.727,9,58,67,2,2,6,13,22,112,https://www.basketball-reference.com/players/v/valanjo01.html,,
2017-18,25,TOR,NBA,C,10,9,244,58,107,.542,2,5,.400,56,102,.549,.551,28,34,.824,30,75,105,12,4,15,19,22,146,https://www.basketball-reference.com/players/v/valanjo01.html,,
2016-17,23,CHI,NBA,SG,4,0,22,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,8,8,2,0,1,2,1,5,https://www.basketball-reference.com/players/v/valende01.html,,
2016-17,22,TOR,NBA,PG,7,0,29,6,9,.667,2,5,.400,4,4,1.000,.778,0,0,,0,1,1,4,1,0,1,3,14,https://www.basketball-reference.com/players/v/vanvlfr01.html,,
2017-18,23,TOR,NBA,PG,6,1,114,13,39,.333,8,28,.286,5,11,.455,.436,7,8,.875,0,10,10,13,0,0,4,8,41,https://www.basketball-reference.com/players/v/vanvlfr01.html,,
2018-19,24,TOR,NBA,PG,24,0,592,65,166,.392,38,98,.388,27,68,.397,.506,24,31,.774,8,34,42,62,18,6,21,49,192,https://www.basketball-reference.com/players/v/vanvlfr01.html,,
2019-20,25,TOR,NBA,SG,11,11,430,76,190,.400,43,110,.391,33,80,.413,.513,21,25,.840,5,43,48,76,18,7,22,27,216,https://www.basketball-reference.com/players/v/vanvlfr01.html,,
2018-19,19,DEN,NBA,PF,3,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,0,0,https://www.basketball-reference.com/players/v/vandeja01.html,,
2005-06,23,CLE,NBA,C,13,0,238,31,50,.620,0,0,,31,50,.620,.620,26,37,.703,18,40,58,3,9,2,6,50,88,https://www.basketball-reference.com/players/v/varejan01.html,,
2006-07,24,CLE,NBA,C,20,0,447,46,90,.511,0,4,.000,46,86,.535,.511,27,48,.563,46,73,119,11,21,11,20,53,119,https://www.basketball-reference.com/players/v/varejan01.html,,
2007-08,25,CLE,NBA,C,13,0,240,22,54,.407,0,0,,22,54,.407,.407,9,21,.429,20,47,67,9,8,1,9,30,53,https://www.basketball-reference.com/players/v/varejan01.html,,
2008-09,26,CLE,NBA,PF,14,14,420,41,82,.500,0,0,,41,82,.500,.500,15,22,.682,41,49,90,8,18,16,15,49,97,https://www.basketball-reference.com/players/v/varejan01.html,,
2009-10,27,CLE,NBA,PF,11,0,255,20,48,.417,0,1,.000,20,47,.426,.417,23,31,.742,22,49,71,7,11,9,12,38,63,https://www.basketball-reference.com/players/v/varejan01.html,,
2015-16,33,GSW,NBA,C,17,0,93,5,14,.357,0,0,,5,14,.357,.357,10,19,.526,12,9,21,13,2,2,2,17,20,https://www.basketball-reference.com/players/v/varejan01.html,,
2010-11,24,MEM,NBA,PG,13,0,142,21,41,.512,4,11,.364,17,30,.567,.561,10,13,.769,3,16,19,25,5,2,9,11,56,https://www.basketball-reference.com/players/v/vasqugr01.html,,
2013-14,27,TOR,NBA,PG,7,0,190,27,64,.422,10,27,.370,17,37,.459,.500,7,9,.778,3,23,26,36,4,1,10,22,71,https://www.basketball-reference.com/players/v/vasqugr01.html,,
2014-15,28,TOR,NBA,PG,4,0,101,11,29,.379,5,14,.357,6,15,.400,.466,3,3,1.000,0,7,7,12,2,0,4,15,30,https://www.basketball-reference.com/players/v/vasqugr01.html,,
2016-17,20,MIL,NBA,SG,3,0,10,2,4,.500,2,2,1.000,0,2,.000,.750,0,0,,0,0,0,0,0,0,0,0,6,https://www.basketball-reference.com/players/v/vaughra01.html,,
2014-15,30,DAL,NBA,PF,5,0,43,11,25,.440,8,19,.421,3,6,.500,.600,0,0,,4,9,13,3,1,1,0,10,30,https://www.basketball-reference.com/players/v/villach01.html,,
2015-16,31,DAL,NBA,PF,4,0,20,3,12,.250,1,5,.200,2,7,.286,.292,2,2,1.000,0,2,2,1,0,0,1,2,9,https://www.basketball-reference.com/players/v/villach01.html,,
2019-20,23,MIA,NBA,PG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/v/vincega01.html,,
2015-16,20,POR,NBA,PF,6,0,12,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,3,4,2,2,0,0,1,0,https://www.basketball-reference.com/players/v/vonleno01.html,,
2016-17,21,POR,NBA,PF,4,2,100,8,18,.444,0,0,,8,18,.444,.444,2,5,.400,9,20,29,8,1,3,6,11,18,https://www.basketball-reference.com/players/v/vonleno01.html,,
2019-20,24,DEN,NBA,C,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/v/vonleno01.html,,
2011-12,21,PHI,NBA,C,1,0,3,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,1,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/v/vucevni01.html,,
2018-19,28,ORL,NBA,C,5,5,147,21,58,.362,3,13,.231,18,45,.400,.388,11,14,.786,9,31,40,15,2,5,13,12,56,https://www.basketball-reference.com/players/v/vucevni01.html,,
2019-20,29,ORL,NBA,C,5,5,185,56,111,.505,18,44,.409,38,67,.567,.586,10,11,.909,9,46,55,20,4,3,13,13,140,https://www.basketball-reference.com/players/v/vucevni01.html,,
2005-06,21,LAL,NBA,PG,7,0,129,11,26,.423,9,15,.600,2,11,.182,.596,11,11,1.000,3,14,17,6,4,0,3,14,42,https://www.basketball-reference.com/players/v/vujacsa01.html,,
2006-07,22,LAL,NBA,SG,4,0,43,5,9,.556,1,4,.250,4,5,.800,.611,0,0,,2,2,4,3,1,0,3,4,11,https://www.basketball-reference.com/players/v/vujacsa01.html,,
2007-08,23,LAL,NBA,SG,21,0,456,55,138,.399,31,79,.392,24,59,.407,.511,30,35,.857,8,38,46,16,12,4,18,44,171,https://www.basketball-reference.com/players/v/vujacsa01.html,,
2008-09,24,LAL,NBA,SG,23,0,250,24,91,.264,16,51,.314,8,40,.200,.352,5,6,.833,7,25,32,12,10,4,10,34,69,https://www.basketball-reference.com/players/v/vujacsa01.html,,
2009-10,25,LAL,NBA,SG,10,0,76,10,23,.435,6,15,.400,4,8,.500,.565,5,6,.833,3,5,8,5,2,0,3,8,31,https://www.basketball-reference.com/players/v/vujacsa01.html,,
2003-04,22,MIA,NBA,PG,13,13,510,86,189,.455,3,8,.375,83,181,.459,.463,59,75,.787,16,36,52,73,17,4,54,45,234,https://www.basketball-reference.com/players/w/wadedw01.html,,
2004-05,23,MIA,NBA,SG,14,14,571,136,281,.484,1,10,.100,135,271,.498,.486,111,139,.799,23,57,80,93,22,16,62,43,384,https://www.basketball-reference.com/players/w/wadedw01.html,,
2005-06,24,MIA,NBA,SG,23,23,959,219,441,.497,14,37,.378,205,404,.507,.512,202,250,.808,28,107,135,132,51,26,90,71,654,https://www.basketball-reference.com/players/w/wadedw01.html,,
2006-07,25,MIA,NBA,SG,4,4,162,36,84,.429,0,5,.000,36,79,.456,.429,22,32,.688,7,12,19,25,5,2,23,13,94,https://www.basketball-reference.com/players/w/wadedw01.html,,
2008-09,27,MIA,NBA,SG,7,7,285,68,155,.439,18,50,.360,50,105,.476,.497,50,58,.862,4,31,35,37,6,11,25,20,204,https://www.basketball-reference.com/players/w/wadedw01.html,,
2009-10,28,MIA,NBA,SG,5,5,210,62,110,.564,15,37,.405,47,73,.644,.632,27,40,.675,6,22,28,34,8,8,26,16,166,https://www.basketball-reference.com/players/w/wadedw01.html,,
2010-11,29,MIA,NBA,SG,21,21,828,181,373,.485,14,52,.269,167,321,.520,.504,139,179,.777,43,107,150,92,34,28,64,53,515,https://www.basketball-reference.com/players/w/wadedw01.html,,
2011-12,30,MIA,NBA,SG,23,23,907,197,426,.462,10,34,.294,187,392,.477,.474,121,166,.729,32,88,120,100,39,30,68,65,525,https://www.basketball-reference.com/players/w/wadedw01.html,,
2012-13,31,MIA,NBA,SG,22,22,782,144,315,.457,1,4,.250,143,311,.460,.459,60,80,.750,38,64,102,105,38,23,58,45,349,https://www.basketball-reference.com/players/w/wadedw01.html,,
2013-14,32,MIA,NBA,SG,20,20,693,139,278,.500,9,24,.375,130,254,.512,.516,69,90,.767,16,61,77,77,30,5,54,55,356,https://www.basketball-reference.com/players/w/wadedw01.html,,
2015-16,34,MIA,NBA,SG,14,14,473,119,254,.469,12,23,.522,107,231,.463,.492,50,64,.781,12,67,79,60,11,13,38,22,300,https://www.basketball-reference.com/players/w/wadedw01.html,,
2016-17,35,CHI,NBA,SG,6,6,190,32,86,.372,6,17,.353,26,69,.377,.407,20,21,.952,6,24,30,24,5,8,10,8,90,https://www.basketball-reference.com/players/w/wadedw01.html,,
2017-18,36,MIA,NBA,SG,5,0,127,31,70,.443,0,4,.000,31,66,.470,.443,21,26,.808,3,18,21,18,7,1,11,11,83,https://www.basketball-reference.com/players/w/wadedw01.html,,
2008-09,23,HOU,NBA,SG,13,0,181,39,92,.424,9,22,.409,30,70,.429,.473,19,22,.864,0,12,12,9,2,1,11,11,106,https://www.basketball-reference.com/players/w/wafervo01.html,,
2010-11,25,BOS,NBA,SG,3,0,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/w/wafervo01.html,,
2011-12,26,ORL,NBA,SG,1,0,6,3,5,.600,0,0,,3,5,.600,.600,0,0,,0,1,1,0,0,0,1,1,6,https://www.basketball-reference.com/players/w/wafervo01.html,,
2015-16,24,OKC,NBA,SG,18,0,491,55,132,.417,21,56,.375,34,76,.447,.496,20,30,.667,6,41,47,42,10,3,20,42,151,https://www.basketball-reference.com/players/w/waitedi01.html,,
2019-20,28,LAL,NBA,SG,5,0,38,4,12,.333,0,4,.000,4,8,.500,.333,2,2,1.000,0,2,2,2,1,1,1,2,10,https://www.basketball-reference.com/players/w/waitedi01.html,,
2008-09,21,BOS,NBA,SF,4,0,10,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,0,0,0,0,2,0,2,2,2,https://www.basketball-reference.com/players/w/walkebi01.html,,
2010-11,23,NYK,NBA,SG,4,0,89,9,30,.300,3,11,.273,6,19,.316,.350,2,3,.667,5,8,13,4,5,0,7,9,23,https://www.basketball-reference.com/players/w/walkebi01.html,,
2013-14,23,CHA,NBA,PG,4,4,153,26,55,.473,12,24,.500,14,31,.452,.582,14,18,.778,1,14,15,24,8,3,15,6,78,https://www.basketball-reference.com/players/w/walkeke02.html,,
2015-16,25,CHO,NBA,PG,7,7,260,56,153,.366,14,43,.326,42,110,.382,.412,33,35,.943,3,18,21,28,9,4,12,10,159,https://www.basketball-reference.com/players/w/walkeke02.html,,
2019-20,29,BOS,NBA,PG,17,17,628,113,256,.441,39,126,.310,74,130,.569,.518,69,81,.852,6,63,69,86,15,7,32,43,334,https://www.basketball-reference.com/players/w/walkeke02.html,,
2018-19,20,SAS,NBA,SG,6,0,21,3,8,.375,0,1,.000,3,7,.429,.375,0,0,,0,2,2,3,0,0,0,0,6,https://www.basketball-reference.com/players/w/walkelo01.html,,
2013-14,23,WAS,NBA,PG,11,11,420,60,164,.366,7,32,.219,53,132,.402,.387,52,68,.765,5,39,44,78,18,8,36,29,179,https://www.basketball-reference.com/players/w/walljo01.html,,
2014-15,24,WAS,NBA,PG,7,7,273,43,110,.391,3,17,.176,40,93,.430,.405,33,39,.846,5,28,33,83,10,10,27,13,122,https://www.basketball-reference.com/players/w/walljo01.html,,
2016-17,26,WAS,NBA,PG,13,13,507,127,281,.452,21,61,.344,106,220,.482,.489,78,93,.839,7,41,48,134,22,15,55,26,353,https://www.basketball-reference.com/players/w/walljo01.html,,
2017-18,27,WAS,NBA,PG,6,6,234,56,127,.441,4,21,.190,52,106,.491,.457,40,47,.851,3,31,34,69,14,8,27,16,156,https://www.basketball-reference.com/players/w/walljo01.html,,
2018-19,24,LAC,NBA,PG,2,0,11,1,4,.250,0,0,,1,4,.250,.250,2,3,.667,0,1,1,3,0,0,1,2,4,https://www.basketball-reference.com/players/w/wallaty01.html,,
2003-04,23,LAL,NBA,PF,17,0,134,10,29,.345,5,13,.385,5,16,.313,.431,7,10,.700,5,17,22,26,7,2,14,24,32,https://www.basketball-reference.com/players/w/waltolu01.html,,
2005-06,25,LAL,NBA,SF,7,7,235,38,83,.458,4,11,.364,34,72,.472,.482,5,5,1.000,10,35,45,12,7,1,11,16,85,https://www.basketball-reference.com/players/w/waltolu01.html,,
2006-07,26,LAL,NBA,SF,5,5,128,14,36,.389,5,12,.417,9,24,.375,.458,3,4,.750,9,12,21,13,7,1,15,13,36,https://www.basketball-reference.com/players/w/waltolu01.html,,
2007-08,27,LAL,NBA,SF,21,0,353,44,97,.454,11,26,.423,33,71,.465,.510,26,36,.722,13,42,55,41,11,4,20,49,125,https://www.basketball-reference.com/players/w/waltolu01.html,,
2008-09,28,LAL,NBA,SF,21,0,332,32,75,.427,5,16,.313,27,59,.458,.460,11,18,.611,16,36,52,45,14,3,20,41,80,https://www.basketball-reference.com/players/w/waltolu01.html,,
2009-10,29,LAL,NBA,SF,16,0,96,7,23,.304,2,9,.222,5,14,.357,.348,2,4,.500,0,8,8,14,1,2,4,13,18,https://www.basketball-reference.com/players/w/waltolu01.html,,
2010-11,30,LAL,NBA,SF,1,0,4,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,1,1,0,0,0,2,0,0,https://www.basketball-reference.com/players/w/waltolu01.html,,
2018-19,29,BOS,NBA,PG,4,0,17,3,7,.429,1,1,1.000,2,6,.333,.500,3,4,.750,0,1,1,3,1,0,2,0,10,https://www.basketball-reference.com/players/w/wanambr01.html,,
2019-20,30,BOS,NBA,PG,17,0,273,29,60,.483,12,27,.444,17,33,.515,.583,14,16,.875,2,32,34,30,12,4,18,32,84,https://www.basketball-reference.com/players/w/wanambr01.html,,
2019-20,26,IND,NBA,SF,4,4,156,32,68,.471,7,19,.368,25,49,.510,.522,9,9,1.000,5,20,25,12,9,1,11,16,80,https://www.basketball-reference.com/players/w/warretj01.html,,
2005-06,23,MEM,NBA,PF,3,1,43,4,16,.250,0,1,.000,4,15,.267,.250,12,14,.857,1,6,7,0,1,0,4,7,20,https://www.basketball-reference.com/players/w/warriha01.html,,
